Index, Timestamp, Temperatur in Grad Celsius
5342, 6452892.0, 25.12
5343, 6454097.0, 25.12
5344, 6455304.0, 25.12
5345, 6456510.0, 25.12
5346, 6457716.0, 25.12
5347, 6458921.0, 25.12
5348, 6460128.0, 25.12
5349, 6461334.0, 25.12
5350, 6462539.0, 25.12
5351, 6463746.0, 25.12
5352, 6464952.0, 25.12
5353, 6466157.0, 25.12
5354, 6467363.0, 25.12
5355, 6468570.0, 25.12
5356, 6469776.0, 25.12
5357, 6470981.0, 25.12
5358, 6472187.0, 25.12
5359, 6473394.0, 25.12
5360, 6474599.0, 25.12
5361, 6475805.0, 25.12
5362, 6477011.0, 25.12
5363, 6478218.0, 25.12
5364, 6479423.0, 25.12
5365, 6480629.0, 25.12
5366, 6481836.0, 25.12
5367, 6483041.0, 25.12
5368, 6484247.0, 25.12
5369, 6485453.0, 25.12
5370, 6486659.0, 25.12
5371, 6487865.0, 25.12
5372, 6489071.0, 25.12
5373, 6490277.0, 25.12
5374, 6491483.0, 25.12
5375, 6492689.0, 25.12
5376, 6493895.0, 25.12
5377, 6495100.0, 25.06
5378, 6496307.0, 25.12
5379, 6497513.0, 25.06
5380, 6498718.0, 25.12
5381, 6499924.0, 25.12
5382, 6501131.0, 25.06
5383, 6502337.0, 25.06
5384, 6503542.0, 25.06
5385, 6504749.0, 25.06
5386, 6505955.0, 25.06
5387, 6507160.0, 25.06
5388, 6508366.0, 25.12
5389, 6509573.0, 25.06
5390, 6510778.0, 25.06
5391, 6511984.0, 25.06
5392, 6513190.0, 25.06
5393, 6514396.0, 25.06
5394, 6515602.0, 25.06
5395, 6516808.0, 25.06
5396, 6518014.0, 25.06
5397, 6519220.0, 25.06
5398, 6520426.0, 25.06
5399, 6521632.0, 25.06
5400, 6522838.0, 25.06
5401, 6524044.0, 25.06
5402, 6525250.0, 25.06
5403, 6526455.0, 25.06
5404, 6527662.0, 25.06
5405, 6528868.0, 25.06
5406, 6530074.0, 25.06
5407, 6531279.0, 25.06
5408, 6532486.0, 25.06
5409, 6533692.0, 25.0
5410, 6534897.0, 25.06
5411, 6536103.0, 25.0
5412, 6537310.0, 25.06
5413, 6538515.0, 25.06
5414, 6539721.0, 25.06
5415, 6540928.0, 25.06
5416, 6542133.0, 25.06
5417, 6543339.0, 25.06
5418, 6544545.0, 25.0
5419, 6545752.0, 25.0
5420, 6546957.0, 25.0
5421, 6548163.0, 25.0
5422, 6549369.0, 25.0
5423, 6550575.0, 25.0
5424, 6551781.0, 25.0
5425, 6552987.0, 25.0
5426, 6554192.0, 25.0
5427, 6555399.0, 25.0
5428, 6556605.0, 25.0
5429, 6557811.0, 25.0
5430, 6559016.0, 25.0
5431, 6560223.0, 25.0
5432, 6561429.0, 25.0
5433, 6562634.0, 25.0
5434, 6563841.0, 25.0
5435, 6565047.0, 25.0
5436, 6566252.0, 25.0
5437, 6567458.0, 25.0
5438, 6568665.0, 25.0
5439, 6569870.0, 25.0
5440, 6571076.0, 25.0
5441, 6572282.0, 25.0
5442, 6573489.0, 25.0
5443, 6574694.0, 25.0
5444, 6575900.0, 25.0
5445, 6577106.0, 25.0
5446, 6578312.0, 25.0
5447, 6579518.0, 25.0
5448, 6580724.0, 25.0
5449, 6581929.0, 25.0
5450, 6583136.0, 25.0
5451, 6584342.0, 25.0
5452, 6585547.0, 24.94
5453, 6586754.0, 25.0
5454, 6587960.0, 25.0
5455, 6589166.0, 24.94
5456, 6590371.0, 24.94
5457, 6591578.0, 25.0
5458, 6592784.0, 24.94
5459, 6593989.0, 24.94
5460, 6595195.0, 25.0
5461, 6596402.0, 24.94
5462, 6597607.0, 24.94
5463, 6598813.0, 24.94
5464, 6600019.0, 24.94
5465, 6601226.0, 24.94
5466, 6602431.0, 24.94
5467, 6603637.0, 24.94
5468, 6604844.0, 24.94
5469, 6606049.0, 24.94
5470, 6607255.0, 24.94
5471, 6608461.0, 24.94
5472, 6609667.0, 24.94
5473, 6610873.0, 24.94
5474, 6612079.0, 24.94
5475, 6613285.0, 24.94
5476, 6614491.0, 24.94
5477, 6615697.0, 24.94
5478, 6616903.0, 24.94
5479, 6618108.0, 24.94
5480, 6619315.0, 24.94
5481, 6620521.0, 24.94
5482, 6621726.0, 24.94
5483, 6622932.0, 24.94
5484, 6624139.0, 24.94
5485, 6625344.0, 24.94
5486, 6626550.0, 24.87
5487, 6627757.0, 24.94
5488, 6628963.0, 24.94
5489, 6630168.0, 24.87
5490, 6631374.0, 24.94
5491, 6632581.0, 24.94
5492, 6633786.0, 24.94
5493, 6634992.0, 24.87
5494, 6636198.0, 24.94
5495, 6637404.0, 24.94
5496, 6638610.0, 24.87
5497, 6639815.0, 24.87
5498, 6641021.0, 24.94
5499, 6642228.0, 24.87
5500, 6643434.0, 24.87
5501, 6644639.0, 24.87
5502, 6645846.0, 24.87
5503, 6647052.0, 24.87
5504, 6648257.0, 24.87
5505, 6649463.0, 24.87
5506, 6650670.0, 24.87
5507, 6651875.0, 24.87
5508, 6653081.0, 24.87
5509, 6654287.0, 24.87
5510, 6655494.0, 24.87
5511, 6656699.0, 24.87
5512, 6657905.0, 24.87
5513, 6659111.0, 24.87
5514, 6660317.0, 24.87
5515, 6661523.0, 24.87
5516, 6662729.0, 24.87
5517, 6663934.0, 24.87
5518, 6665141.0, 24.87
5519, 6666347.0, 24.87
5520, 6667552.0, 24.87
5521, 6668759.0, 24.87
5522, 6669965.0, 24.87
5523, 6671170.0, 24.87
5524, 6672376.0, 24.87
5525, 6673583.0, 24.87
5526, 6674788.0, 24.81
5527, 6675994.0, 24.87
5528, 6677200.0, 24.81
5529, 6678406.0, 24.81
5530, 6679612.0, 24.81
5531, 6680818.0, 24.81
5532, 6682023.0, 24.81
5533, 6683230.0, 24.81
5534, 6684436.0, 24.81
5535, 6685641.0, 24.81
5536, 6686848.0, 24.81
5537, 6688054.0, 24.87
5538, 6689259.0, 24.81
5539, 6690465.0, 24.81
5540, 6691671.0, 24.81
5541, 6692877.0, 24.81
5542, 6694083.0, 24.81
5543, 6695288.0, 24.81
5544, 6696495.0, 24.81
5545, 6697701.0, 24.81
5546, 6698906.0, 24.81
5547, 6700112.0, 24.81
5548, 6701319.0, 24.81
5549, 6702524.0, 24.81
5550, 6703730.0, 24.81
5551, 6704935.0, 24.81
5552, 6706142.0, 24.81
5553, 6707348.0, 24.81
5554, 6708553.0, 24.81
5555, 6709760.0, 24.81
5556, 6710966.0, 24.81
5557, 6712171.0, 24.81
5558, 6713377.0, 24.81
5559, 6714584.0, 24.81
5560, 6715789.0, 24.81
5561, 6716995.0, 24.81
5562, 6718200.0, 24.81
5563, 6719407.0, 24.81
5564, 6720613.0, 24.81
5565, 6721818.0, 24.81
5566, 6723024.0, 24.81
5567, 6724231.0, 24.81
5568, 6725436.0, 24.75
5569, 6726642.0, 24.75
5570, 6727848.0, 24.75
5571, 6729054.0, 24.75
5572, 6730260.0, 24.75
5573, 6731465.0, 24.75
5574, 6732672.0, 24.75
5575, 6733878.0, 24.75
5576, 6735083.0, 24.75
5577, 6736289.0, 24.75
5578, 6737496.0, 24.75
5579, 6738701.0, 24.75
5580, 6739907.0, 24.75
5581, 6741113.0, 24.75
5582, 6742319.0, 24.75
5583, 6743525.0, 24.75
5584, 6744731.0, 24.75
5585, 6745936.0, 24.75
5586, 6747143.0, 24.75
5587, 6748349.0, 24.75
5588, 6749554.0, 24.75
5589, 6750760.0, 24.75
5590, 6751966.0, 24.75
5591, 6753172.0, 24.75
5592, 6754378.0, 24.75
5593, 6755584.0, 24.75
5594, 6756790.0, 24.75
5595, 6757996.0, 24.75
5596, 6759201.0, 24.75
5597, 6760408.0, 24.75
5598, 6761614.0, 24.75
5599, 6762819.0, 24.75
5600, 6764025.0, 24.75
5601, 6765231.0, 24.75
5602, 6766437.0, 24.75
5603, 6767643.0, 24.69
5604, 6768848.0, 24.75
5605, 6770055.0, 24.69
5606, 6771261.0, 24.69
5607, 6772466.0, 24.75
5608, 6773672.0, 24.69
5609, 6774878.0, 24.69
5610, 6776084.0, 24.69
5611, 6777290.0, 24.69
5612, 6778496.0, 24.69
5613, 6779702.0, 24.69
5614, 6780908.0, 24.69
5615, 6782113.0, 24.69
5616, 6783320.0, 24.69
5617, 6784526.0, 24.69
5618, 6785731.0, 24.69
5619, 6786937.0, 24.69
5620, 6788143.0, 24.69
5621, 6789349.0, 24.69
5622, 6790555.0, 24.69
5623, 6791760.0, 24.69
5624, 6792967.0, 24.69
5625, 6794173.0, 24.69
5626, 6795378.0, 24.69
5627, 6796584.0, 24.69
5628, 6797791.0, 24.69
5629, 6798996.0, 24.69
5630, 6800202.0, 24.69
5631, 6801408.0, 24.69
5632, 6802614.0, 24.69
5633, 6803820.0, 24.69
5634, 6805025.0, 24.69
5635, 6806232.0, 24.69
5636, 6807438.0, 24.62
5637, 6808643.0, 24.62
5638, 6809849.0, 24.62
5639, 6811056.0, 24.62
5640, 6812261.0, 24.62
5641, 6813467.0, 24.62
5642, 6814672.0, 24.62
5643, 6815879.0, 24.69
5644, 6817085.0, 24.62
5645, 6818290.0, 24.62
5646, 6819496.0, 24.62
5647, 6820703.0, 24.62
5648, 6821908.0, 24.62
5649, 6823114.0, 24.62
5650, 6824321.0, 24.62
5651, 6825526.0, 24.62
5652, 6826732.0, 24.62
5653, 6827937.0, 24.62
5654, 6829144.0, 24.62
5655, 6830350.0, 24.62
5656, 6831555.0, 24.62
5657, 6832761.0, 24.62
5658, 6833968.0, 24.62
5659, 6835173.0, 24.62
5660, 6836379.0, 24.62
5661, 6837585.0, 24.62
5662, 6838791.0, 24.62
5663, 6839997.0, 24.56
5664, 6841202.0, 24.62
5665, 6842408.0, 24.56
5666, 6843615.0, 24.62
5667, 6844820.0, 24.56
5668, 6846026.0, 24.62
5669, 6847233.0, 24.56
5670, 6848438.0, 24.56
5671, 6849644.0, 24.56
5672, 6850849.0, 24.56
5673, 6852056.0, 24.56
5674, 6853262.0, 24.56
5675, 6854467.0, 24.56
5676, 6855673.0, 24.56
5677, 6856880.0, 24.56
5678, 6858085.0, 24.56
5679, 6859291.0, 24.56
5680, 6860497.0, 24.56
5681, 6861703.0, 24.56
5682, 6862909.0, 24.56
5683, 6864114.0, 24.56
5684, 6865320.0, 24.56
5685, 6866527.0, 24.56
5686, 6867732.0, 24.56
5687, 6868938.0, 24.56
5688, 6870145.0, 24.56
5689, 6871350.0, 24.56
5690, 6872556.0, 24.56
5691, 6873761.0, 24.56
5692, 6874968.0, 24.56
5693, 6876174.0, 24.56
5694, 6877379.0, 24.56
5695, 6878585.0, 24.5
5696, 6879792.0, 24.56
5697, 6880997.0, 24.5
5698, 6882203.0, 24.5
5699, 6883409.0, 24.5
5700, 6884615.0, 24.56
5701, 6885821.0, 24.5
5702, 6887026.0, 24.5
5703, 6888232.0, 24.5
5704, 6889439.0, 24.5
5705, 6890644.0, 24.5
5706, 6891850.0, 24.5
5707, 6893057.0, 24.5
5708, 6894262.0, 24.5
5709, 6895468.0, 24.5
5710, 6896674.0, 24.5
5711, 6897880.0, 24.5
5712, 6899086.0, 24.5
5713, 6900291.0, 24.5
5714, 6901497.0, 24.5
5715, 6902704.0, 24.5
5716, 6903909.0, 24.5
5717, 6905115.0, 24.5
5718, 6906320.0, 24.5
5719, 6907527.0, 24.5
5720, 6908733.0, 24.5
5721, 6909938.0, 24.5
5722, 6911144.0, 24.5
5723, 6912350.0, 24.5
5724, 6913556.0, 24.5
5725, 6914762.0, 24.5
5726, 6915968.0, 24.5
5727, 6917174.0, 24.5
5728, 6918379.0, 24.5
5729, 6919585.0, 24.5
5730, 6920792.0, 24.44
5731, 6921997.0, 24.44
5732, 6923203.0, 24.5
5733, 6924408.0, 24.44
5734, 6925615.0, 24.44
5735, 6926821.0, 24.44
5736, 6928026.0, 24.44
5737, 6929232.0, 24.44
5738, 6930439.0, 24.44
5739, 6931644.0, 24.44
5740, 6932850.0, 24.44
5741, 6934055.0, 24.44
5742, 6935262.0, 24.44
5743, 6936468.0, 24.44
5744, 6937673.0, 24.44
5745, 6938880.0, 24.44
5746, 6940085.0, 24.44
5747, 6941291.0, 24.44
5748, 6942497.0, 24.44
5749, 6943703.0, 24.44
5750, 6944909.0, 24.44
5751, 6946115.0, 24.44
5752, 6947320.0, 24.44
5753, 6948527.0, 24.44
5754, 6949732.0, 24.37
5755, 6950938.0, 24.44
5756, 6952144.0, 24.44
5757, 6953350.0, 24.37
5758, 6954556.0, 24.37
5759, 6955761.0, 24.44
5760, 6956967.0, 24.44
5761, 6958174.0, 24.37
5762, 6959379.0, 24.37
5763, 6960585.0, 24.37
5764, 6961792.0, 24.37
5765, 6962997.0, 24.37
5766, 6964203.0, 24.37
5767, 6965408.0, 24.37
5768, 6966615.0, 24.37
5769, 6967821.0, 24.37
5770, 6969026.0, 24.37
5771, 6970232.0, 24.37
5772, 6971438.0, 24.37
5773, 6972644.0, 24.37
5774, 6973850.0, 24.37
5775, 6975055.0, 24.37
5776, 6976262.0, 24.37
5777, 6977467.0, 24.37
5778, 6978673.0, 24.37
5779, 6979879.0, 24.37
5780, 6981085.0, 24.37
5781, 6982291.0, 24.37
5782, 6983497.0, 24.37
5783, 6984702.0, 24.31
5784, 6985909.0, 24.37
5785, 6987114.0, 24.31
5786, 6988320.0, 24.31
5787, 6989527.0, 24.31
5788, 6990732.0, 24.31
5789, 6991938.0, 24.31
5790, 6993143.0, 24.31
5791, 6994350.0, 24.31
5792, 6995556.0, 24.31
5793, 6996761.0, 24.31
5794, 6997967.0, 24.31
5795, 6999173.0, 24.31
5796, 7000379.0, 24.31
5797, 7001585.0, 24.31
5798, 7002790.0, 24.31
5799, 7003997.0, 24.31
5800, 7005202.0, 24.31
5801, 7006408.0, 24.31
5802, 7007614.0, 24.31
5803, 7008820.0, 24.31
5804, 7010026.0, 24.31
5805, 7011231.0, 24.31
5806, 7012438.0, 24.31
5807, 7013643.0, 24.31
5808, 7014849.0, 24.31
5809, 7016055.0, 24.31
5810, 7017261.0, 24.31
5811, 7018467.0, 24.31
5812, 7019672.0, 24.31
5813, 7020878.0, 24.31
5814, 7022085.0, 24.31
5815, 7023290.0, 24.31
5816, 7024496.0, 24.31
5817, 7025701.0, 24.25
5818, 7026908.0, 24.31
5819, 7028113.0, 24.31
5820, 7029319.0, 24.31
5821, 7030525.0, 24.31
5822, 7031731.0, 24.31
5823, 7032937.0, 24.31
5824, 7034142.0, 24.31
5825, 7035348.0, 24.31
5826, 7036554.0, 24.31
5827, 7037760.0, 24.31
5828, 7038966.0, 24.31
5829, 7040172.0, 24.31
5830, 7041378.0, 24.25
5831, 7042583.0, 24.25
5832, 7043789.0, 24.25
5833, 7044995.0, 24.25
5834, 7046201.0, 24.25
5835, 7047407.0, 24.25
5836, 7048612.0, 24.25
5837, 7049819.0, 24.25
5838, 7051024.0, 24.25
5839, 7052230.0, 24.25
5840, 7053435.0, 24.25
5841, 7054642.0, 24.25
5842, 7055848.0, 24.25
5843, 7057053.0, 24.25
5844, 7058259.0, 24.25
5845, 7059465.0, 24.25
5846, 7060671.0, 24.25
5847, 7061877.0, 24.25
5848, 7063083.0, 24.25
5849, 7064289.0, 24.25
5850, 7065494.0, 24.25
5851, 7066700.0, 24.25
5852, 7067906.0, 24.25
5853, 7069112.0, 24.25
5854, 7070318.0, 24.25
5855, 7071523.0, 24.25
5856, 7072730.0, 24.25
5857, 7073935.0, 24.25
5858, 7075141.0, 24.25
5859, 7076346.0, 24.25
5860, 7077553.0, 24.25
5861, 7078759.0, 24.25
5862, 7079964.0, 24.25
5863, 7081170.0, 24.19
5864, 7082376.0, 24.25
5865, 7083582.0, 24.19
5866, 7084787.0, 24.25
5867, 7085993.0, 24.25
5868, 7087200.0, 24.25
5869, 7088405.0, 24.19
5870, 7089611.0, 24.19
5871, 7090817.0, 24.25
5872, 7092023.0, 24.25
5873, 7093228.0, 24.19
5874, 7094434.0, 24.19
5875, 7095641.0, 24.19
5876, 7096846.0, 24.19
5877, 7098052.0, 24.19
5878, 7099257.0, 24.19
5879, 7100464.0, 24.19
5880, 7101669.0, 24.19
5881, 7102875.0, 24.19
5882, 7104081.0, 24.19
5883, 7105287.0, 24.19
5884, 7106493.0, 24.19
5885, 7107698.0, 24.19
5886, 7108904.0, 24.19
5887, 7110110.0, 24.19
5888, 7111316.0, 24.19
5889, 7112522.0, 24.19
5890, 7113728.0, 24.19
5891, 7114934.0, 24.19
5892, 7116139.0, 24.19
5893, 7117345.0, 24.19
5894, 7118551.0, 24.19
5895, 7119757.0, 24.19
5896, 7120963.0, 24.19
5897, 7122168.0, 24.19
5898, 7123375.0, 24.19
5899, 7124580.0, 24.19
5900, 7125786.0, 24.19
5901, 7126991.0, 24.19
5902, 7128198.0, 24.19
5903, 7129404.0, 24.19
5904, 7130609.0, 24.19
5905, 7131815.0, 24.19
5906, 7133021.0, 24.19
5907, 7134227.0, 24.12
5908, 7135432.0, 24.12
5909, 7136638.0, 24.12
5910, 7137845.0, 24.12
5911, 7139050.0, 24.12
5912, 7140256.0, 24.12
5913, 7141462.0, 24.12
5914, 7142668.0, 24.12
5915, 7143873.0, 24.12
5916, 7145079.0, 24.12
5917, 7146286.0, 24.12
5918, 7147491.0, 24.12
5919, 7148697.0, 24.12
5920, 7149902.0, 24.12
5921, 7151109.0, 24.12
5922, 7152314.0, 24.12
5923, 7153520.0, 24.12
5924, 7154726.0, 24.12
5925, 7155932.0, 24.12
5926, 7157138.0, 24.12
5927, 7158343.0, 24.12
5928, 7159549.0, 24.12
5929, 7160755.0, 24.12
5930, 7161961.0, 24.12
5931, 7163167.0, 24.12
5932, 7164372.0, 24.12
5933, 7165579.0, 24.12
5934, 7166784.0, 24.12
5935, 7167990.0, 24.12
5936, 7169196.0, 24.12
5937, 7170402.0, 24.12
5938, 7171608.0, 24.12
5939, 7172813.0, 24.12
5940, 7174020.0, 24.12
5941, 7175225.0, 24.12
5942, 7176431.0, 24.12
5943, 7177636.0, 24.12
5944, 7178843.0, 24.12
5945, 7180049.0, 24.12
5946, 7181254.0, 24.06
5947, 7182460.0, 24.06
5948, 7183666.0, 24.12
5949, 7184872.0, 24.06
5950, 7186077.0, 24.06
5951, 7187283.0, 24.06
5952, 7188490.0, 24.06
5953, 7189695.0, 24.06
5954, 7190901.0, 24.06
5955, 7192107.0, 24.06
5956, 7193313.0, 24.06
5957, 7194518.0, 24.06
5958, 7195724.0, 24.06
5959, 7196931.0, 24.06
5960, 7198136.0, 24.06
5961, 7199342.0, 24.06
5962, 7200547.0, 24.06
5963, 7201754.0, 24.06
5964, 7202959.0, 24.06
5965, 7204165.0, 24.06
5966, 7205370.0, 24.06
5967, 7206577.0, 24.06
5968, 7207783.0, 24.06
5969, 7208988.0, 24.06
5970, 7210194.0, 24.06
5971, 7211400.0, 24.06
5972, 7212606.0, 24.06
5973, 7213812.0, 24.06
5974, 7215017.0, 24.06
5975, 7216224.0, 24.06
5976, 7217429.0, 24.06
5977, 7218635.0, 24.06
5978, 7219841.0, 24.06
5979, 7221047.0, 24.06
5980, 7222252.0, 24.0
5981, 7223458.0, 24.0
5982, 7224665.0, 24.06
5983, 7225870.0, 24.0
5984, 7227076.0, 24.0
5985, 7228281.0, 24.0
5986, 7229488.0, 24.0
5987, 7230693.0, 24.0
5988, 7231899.0, 24.0
5989, 7233105.0, 24.0
5990, 7234311.0, 24.0
5991, 7235517.0, 24.0
5992, 7236722.0, 24.0
5993, 7237928.0, 24.0
5994, 7239134.0, 24.0
5995, 7240340.0, 24.0
5996, 7241545.0, 24.0
5997, 7242752.0, 24.0
5998, 7243958.0, 24.0
5999, 7245163.0, 24.0
6000, 7246369.0, 24.0
6001, 7247575.0, 24.0
6002, 7248781.0, 24.0
6003, 7249986.0, 24.0
6004, 7251192.0, 24.0
6005, 7252399.0, 24.0
6006, 7253604.0, 24.0
6007, 7254810.0, 24.0
6008, 7256015.0, 24.0
6009, 7257222.0, 24.0
6010, 7258427.0, 24.0
6011, 7259633.0, 24.0
6012, 7260839.0, 24.0
6013, 7262045.0, 24.0
6014, 7263251.0, 23.94
6015, 7264456.0, 24.0
6016, 7265662.0, 24.0
6017, 7266868.0, 24.0
6018, 7268074.0, 24.0
6019, 7269280.0, 23.94
6020, 7270486.0, 24.0
6021, 7271692.0, 23.94
6022, 7272897.0, 23.94
6023, 7274103.0, 23.94
6024, 7275309.0, 23.94
6025, 7276515.0, 23.94
6026, 7277721.0, 24.0
6027, 7278926.0, 23.94
6028, 7280133.0, 24.0
6029, 7281338.0, 23.94
6030, 7282544.0, 23.94
6031, 7283749.0, 23.94
6032, 7284956.0, 23.94
6033, 7286162.0, 23.94
6034, 7287367.0, 23.94
6035, 7288573.0, 23.94
6036, 7289779.0, 23.94
6037, 7290985.0, 23.94
6038, 7292190.0, 23.94
6039, 7293396.0, 23.94
6040, 7294602.0, 23.94
6041, 7295808.0, 23.94
6042, 7297014.0, 23.94
6043, 7298220.0, 23.94
6044, 7299426.0, 23.94
6045, 7300631.0, 23.94
6046, 7301837.0, 23.94
6047, 7303043.0, 23.94
6048, 7304249.0, 23.94
6049, 7305455.0, 23.94
6050, 7306660.0, 23.94
6051, 7307867.0, 23.94
6052, 7309072.0, 23.94
6053, 7310278.0, 23.94
6054, 7311483.0, 23.94
6055, 7312690.0, 23.94
6056, 7313896.0, 23.94
6057, 7315101.0, 23.94
6058, 7316307.0, 23.94
6059, 7317513.0, 23.94
6060, 7318719.0, 23.94
6061, 7319924.0, 23.94
6062, 7321131.0, 23.94
6063, 7322337.0, 23.94
6064, 7323542.0, 23.94
6065, 7324748.0, 23.94
6066, 7325954.0, 23.94
6067, 7327160.0, 23.87
6068, 7328365.0, 23.94
6069, 7329571.0, 23.87
6070, 7330778.0, 23.87
6071, 7331983.0, 23.87
6072, 7333189.0, 23.87
6073, 7334394.0, 23.87
6074, 7335601.0, 23.87
6075, 7336806.0, 23.87
6076, 7338012.0, 23.87
6077, 7339218.0, 23.87
6078, 7340424.0, 23.87
6079, 7341630.0, 23.87
6080, 7342835.0, 23.87
6081, 7344041.0, 23.87
6082, 7345247.0, 23.87
6083, 7346453.0, 23.87
6084, 7347659.0, 23.87
6085, 7348865.0, 23.87
6086, 7350071.0, 23.87
6087, 7351276.0, 23.87
6088, 7352482.0, 23.87
6089, 7353688.0, 23.87
6090, 7354894.0, 23.87
6091, 7356099.0, 23.87
6092, 7357305.0, 23.87
6093, 7358512.0, 23.87
6094, 7359717.0, 23.87
6095, 7360923.0, 23.87
