DAC,ADC0,ADC1,ADC2,ADC3
2108,20600,286,284,-1
2112,20635,296,293,-2
2116,20675,306,304,-1
2120,20717,316,314,-1
2124,20757,327,326,-1
2128,20798,340,337,-1
2132,20839,351,348,-1
2136,20877,363,361,-1
2140,20921,375,373,-1
2144,20962,387,385,-1
2148,21003,400,398,-1
2152,21045,414,411,-1
2156,21085,426,425,-1
2160,21128,441,439,-1
2164,21171,454,451,-1
2168,21209,468,465,-1
2172,21250,482,479,-1
2176,21295,497,493,-1
2180,21328,508,506,-1
2184,21366,521,519,-1
2188,21398,534,531,-1
2192,21430,547,542,-1
2196,21468,560,556,-1
2200,21504,572,570,-1
2204,21538,586,583,-1
2208,21573,599,597,-1
2212,21608,613,609,-1
2216,21641,626,624,-1
2220,21680,640,637,-1
2224,21716,654,652,-1
2228,21747,668,665,-1
2232,21780,683,678,-1
2236,21816,697,694,-1
2240,21851,711,708,-1
2244,21894,728,724,-1
2248,21932,745,742,-1
2252,21972,764,760,-1
2256,22012,780,776,-1
2260,22054,798,795,-1
2264,22092,814,811,-1
2268,22131,833,828,-1
2272,22170,851,845,-1
2276,22215,870,866,-1
2280,22253,886,883,-1
2284,22292,906,900,-1
2288,22332,926,921,-1
2292,22369,943,937,-1
2296,22411,961,957,-1
2300,22452,980,975,-2
2304,22493,999,995,-1
2308,22527,1019,1012,-1
2312,22561,1034,1028,-1
2316,22598,1051,1046,-1
2320,22636,1069,1064,-1
2324,22669,1086,1080,-1
2328,22706,1104,1098,-1
2332,22741,1123,1117,-1
2336,22780,1141,1136,-1
2340,22815,1159,1153,-1
2344,22848,1177,1171,-1
2348,22885,1196,1188,-1
2352,22918,1213,1206,-1
2356,22953,1230,1224,-1
2360,22988,1246,1242,-2
2364,23026,1267,1261,-2
2368,23060,1285,1279,-1
2372,23101,1307,1301,-1
2376,23142,1329,1322,-2
2380,23181,1348,1343,-1
2384,23222,1371,1364,-2
2388,23260,1393,1385,-1
2392,23303,1416,1409,-2
2396,23340,1435,1430,-1
2400,23383,1458,1452,-2
2404,23419,1480,1473,-2
2408,23459,1503,1494,-2
2412,23500,1524,1517,-2
2416,23541,1546,1540,-2
2420,23582,1569,1563,-2
2424,23621,1591,1583,-1
2428,23660,1614,1604,-2
2432,23703,1636,1628,-2
2436,23737,1656,1648,-2
2440,23772,1674,1667,-1
2444,23803,1696,1687,-1
2448,23840,1717,1707,-2
2452,23876,1736,1727,-1
2456,23912,1756,1748,-2
2460,23948,1776,1768,-2
2464,23981,1797,1789,-2
2468,24017,1817,1808,-1
2472,24051,1838,1829,-1
2476,24085,1857,1848,-2
2480,24117,1878,1869,-2
2484,24155,1898,1890,-2
2488,24188,1920,1909,-2
