DAC,ADC0,ADC1,ADC2,ADC3
2076,20106,4466,4449,-1
2080,20143,4498,4480,0
2084,20179,4528,4509,0
2088,20209,4558,4539,0
2092,20247,4590,4570,0
2096,20282,4620,4599,0
2100,20317,4651,4631,0
2104,20349,4679,4660,-1
2108,20384,4711,4690,0
2112,20420,4743,4720,0
2116,20461,4776,4754,0
2120,20500,4811,4790,0
2124,20540,4846,4826,0
2128,20580,4881,4862,0
2132,20617,4917,4895,0
2136,20656,4952,4929,0
2140,20698,4984,4964,0
2144,20738,5022,4999,0
2148,20778,5056,5034,-1
2152,20816,5092,5068,0
2156,20856,5128,5103,0
2160,20895,5161,5139,0
2164,20935,5194,5173,0
2168,20974,5231,5209,0
2172,21014,5267,5243,-1
2176,21052,5302,5279,0
2180,21088,5334,5308,0
2184,21121,5362,5341,0
2188,21156,5392,5369,0
2192,21188,5423,5396,0
2196,21222,5454,5429,0
2200,21254,5481,5460,0
2204,21289,5511,5488,0
2208,21324,5544,5518,0
2212,21353,5572,5548,0
2216,21390,5604,5578,0
2220,21425,5633,5608,0
2224,21457,5661,5639,0
2228,21487,5690,5664,-1
2232,21521,5722,5696,0
2236,21555,5753,5727,0
2240,21590,5783,5758,0
2244,21628,5815,5792,0
2248,21670,5854,5829,0
2252,21709,5891,5862,0
2256,21747,5924,5897,0
2260,21785,5957,5932,0
2264,21822,5990,5965,0
2268,21861,6025,6000,0
2272,21898,6060,6032,0
2276,21936,6096,6068,0
2280,21978,6129,6101,0
2284,21989,6142,6114,0
2288,21991,6146,6118,0
2292,21993,6145,6119,0
2296,21994,6150,6123,0
2300,21996,6150,6123,0
2304,21995,6150,6122,0
2308,21995,6151,6123,0
2312,21996,6150,6123,-1
2316,21995,6150,6124,0
2320,21995,6151,6125,0
2324,21996,6153,6126,0
2328,21996,6153,6125,0
2332,21994,6153,6127,0
2336,21996,6154,6128,0
2340,21995,6153,6126,0
2344,21994,6154,6127,0
2348,21994,6154,6127,0
2352,21993,6154,6127,0
2356,21993,6154,6126,0
2360,21993,6155,6129,0
2364,21993,6154,6127,0
2368,21993,6156,6129,0
2372,21992,6155,6128,0
2376,21993,6155,6129,0
2380,21991,6155,6128,0
2384,21992,6156,6129,0
2388,21991,6157,6130,0
2392,21990,6156,6129,0
2396,21991,6158,6131,0
2400,21990,6157,6130,0
2404,21989,6156,6129,0
2408,21990,6157,6130,0
2412,21990,6157,6131,0
2416,21990,6158,6131,0
2420,21989,6157,6131,0
2424,21988,6157,6131,0
2428,21989,6157,6130,0
2432,21987,6157,6130,0
2436,21988,6157,6130,0
2440,21986,6157,6130,0
2444,21986,6157,6130,0
2448,21987,6157,6131,0
2452,21985,6157,6131,0
2456,21986,6157,6131,0
2460,21984,6156,6130,0
2464,21985,6157,6131,0
2468,21984,6157,6130,0
2472,21983,6157,6131,0
2476,21985,6157,6130,0
2480,21984,6158,6131,0
2484,21983,6157,6130,0
2488,21982,6157,6130,0
2492,21982,6158,6132,0
2496,21981,6156,6129,0
2500,21982,6157,6130,0
2504,21982,6158,6132,0
2508,21982,6158,6131,0
2512,21982,6159,6131,0
2516,21982,6158,6132,0
2520,21982,6159,6132,0
2524,21981,6157,6131,0
2528,21980,6157,6130,0
2532,21982,6158,6132,0
2536,21981,6158,6133,0
2540,21981,6158,6132,0
2544,21983,6160,6133,0
2548,21981,6159,6133,0
2552,21982,6159,6133,0
2556,21981,6160,6133,0
2560,21980,6160,6133,0
2564,21981,6160,6133,0
2568,21980,6159,6133,0
2572,21979,6161,6135,0
2576,21980,6160,6133,0
2580,21980,6161,6134,0
2584,21980,6160,6134,0
2588,21980,6160,6133,0
2592,21980,6159,6133,0
2596,21978,6159,6132,0
2600,21979,6161,6134,0
2604,21977,6159,6131,0
2608,21980,6161,6135,0
2612,21979,6161,6134,0
2616,21978,6161,6134,0
2620,21979,6160,6134,0
2624,21977,6160,6134,0
2628,21978,6160,6134,0
2632,21978,6160,6133,0
2636,21977,6160,6133,0
2640,21977,6159,6133,0
2644,21976,6160,6134,0
2648,21977,6160,6134,0
2652,21977,6161,6135,0
2656,21977,6160,6133,0
2660,21977,6161,6135,0
2664,21977,6160,6134,0
2668,21976,6161,6135,0
2672,21975,6159,6132,0
2676,21974,6160,6133,0
2680,21976,6160,6134,0
2684,21975,6160,6133,0
2688,21975,6159,6133,0
2692,21976,6161,6134,0
2696,21975,6160,6134,0
2700,21975,6161,6134,0
2704,21974,6161,6134,0
2708,21975,6162,6133,0
2712,21975,6162,6135,0
2716,21976,6162,6136,0
2720,21975,6161,6135,0
2724,21975,6161,6134,0
2728,21975,6162,6134,0
2732,21975,6162,6136,0
2736,21975,6162,6135,0
2740,21974,6161,6135,0
2744,21973,6162,6135,0
2748,21973,6161,6133,0
2752,21974,6162,6135,0
2756,21974,6162,6135,0
2760,21974,6161,6135,0
2764,21974,6162,6135,0
2768,21974,6163,6136,0
2772,21974,6163,6136,0
2776,21973,6163,6135,0
2780,21973,6162,6135,0
2784,21972,6161,6135,0
