DAC,ADC0,ADC1,ADC2,ADC3
2084,20390,117,115,-1
2088,20425,128,125,-1
2092,20461,139,136,-1
2096,20495,149,146,-1
2100,20532,160,158,-1
2104,20571,175,171,-1
2108,20601,185,182,-1
2112,20637,199,194,-1
2116,20677,215,210,-1
2120,20722,231,226,-1
2124,20761,247,243,-1
2128,20799,266,260,-1
2132,20842,284,276,-1
2136,20884,302,295,-1
2140,20925,320,313,-1
2144,20966,340,332,-1
2148,21005,360,351,-1
2152,21047,380,370,-1
2156,21089,399,390,-1
2160,21128,420,410,-1
2164,21169,440,430,-1
2168,21211,462,452,-1
2172,21250,485,473,-1
2176,21294,505,494,-1
2180,21326,522,512,-1
2184,21361,542,532,-1
2188,21392,560,548,-1
2192,21426,580,566,-1
2196,21460,599,586,-1
2200,21498,619,605,-1
2204,21531,639,626,-1
2208,21566,660,645,-1
2212,21599,679,663,-1
2216,21635,699,683,-1
2220,21671,718,704,-1
2224,21706,740,724,-1
2228,21737,760,742,-1
2232,21772,782,762,-1
2236,21807,801,782,-1
2240,21844,822,805,-1
2244,21880,846,826,-1
2248,21920,869,851,-1
2252,21960,895,875,-1
2256,21999,919,898,-1
2260,22037,943,923,-1
2264,22078,967,946,-1
2268,22118,994,972,-1
2272,22159,1020,997,-1
2276,22193,1042,1020,-1
2280,22234,1068,1046,-1
2284,22279,1096,1070,-1
2288,22315,1119,1095,-1
2292,22353,1144,1118,-2
2296,22394,1170,1143,-1
2300,22434,1195,1169,-2
2304,22473,1219,1193,-2
2308,22508,1244,1215,-1
2312,22545,1268,1238,-1
2316,22580,1290,1260,-1
2320,22611,1311,1282,-2
2324,22649,1337,1307,-2
2328,22680,1359,1331,-1
2332,22718,1383,1351,-1
2336,22754,1406,1374,-2
2340,22790,1427,1396,-1
2344,22824,1453,1420,-1
2348,22858,1478,1442,-1
2352,22895,1501,1465,-1
2356,22931,1524,1489,-1
2360,22966,1547,1513,-2
2364,22999,1573,1536,-2
2368,23036,1596,1558,-1
2372,23074,1621,1586,-1
2376,23118,1650,1613,-2
2380,23157,1677,1639,-2
2384,23196,1704,1667,-2
2388,23235,1731,1691,-1
2392,23273,1756,1717,-2
2396,23313,1784,1745,-1
2400,23355,1811,1772,-2
2404,23391,1838,1799,-1
2408,23433,1865,1822,-2
2412,23474,1895,1853,-1
2416,23512,1920,1879,-2
2420,23552,1947,1906,-1
2424,23591,1976,1932,-2
2428,23631,2004,1958,-2
2432,23666,2030,1984,-2
2436,23703,2052,2007,-2
2440,23739,2078,2034,-2
2444,23772,2103,2055,-1
2448,23807,2127,2079,-1
2452,23841,2151,2102,-2
2456,23875,2172,2127,-2
2460,23911,2197,2151,-2
2464,23944,2224,2173,-2
2468,23976,2248,2198,-2
2472,24011,2271,2223,-2
2476,24049,2296,2246,-1
2480,24082,2322,2269,-2
2484,24116,2344,2291,-2
2488,24148,2369,2316,-2
2492,24187,2394,2342,-2
2496,24224,2418,2365,-2
2500,24261,2448,2394,-2
2504,24302,2477,2420,-2
2508,24343,2506,2451,-2
2512,24382,2531,2477,-2
2516,24421,2562,2506,-2
2520,24461,2592,2533,-2
2524,24504,2621,2562,-2
2528,24542,2649,2591,-2
2532,24582,2677,2621,-2
2536,24621,2705,2647,-2
2540,24664,2737,2674,-2
2544,24706,2764,2704,-2
2548,24746,2795,2732,-2
2552,24785,2823,2759,-2
2556,24827,2854,2790,-2
2560,24867,2884,2817,-2
2564,24902,2909,2843,-2
2568,24939,2935,2868,-2
2572,24972,2957,2892,-2
2576,25003,2983,2917,-2
