Time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1773162632.4863214,0.39361931769999997,-0.1519442351,9.655039190999998,0.050549098460885775,0.026419921552064168,0.0068722339297276735,-0.0357,0.18494000000000002,-0.36512000000000006
1773162632.5443256,0.047856451999999994,-0.26321048599999997,9.579665279099999,0.04810563750809371,0.016493361431346415,0.0018325957145940463,-0.03122,0.18242000000000003,-0.36232000000000003
1773162632.6027386,0.24466611084999998,-0.11545369045,9.61974505765,0.05192354524683131,0.019700403931885997,0.0056505034533316425,-0.040740000000000005,0.1841,-0.3647
1773162632.6602366,0.032901310749999996,-0.24466611084999998,9.7196454012,0.050243665841786765,0.020005836550985007,0.008093964406123704,-0.03402,0.18074,-0.36512000000000006
1773162632.7170823,0.0849452023,-0.22073788485,9.79561751875,0.052534410485029326,0.027488935718910694,0.006108652381980154,-0.03458000000000001,0.18466000000000002,-0.37142000000000003
1773162632.774776,0.16809578764999997,-0.3397808092,9.700502820399999,0.05665775084286593,0.02306016274197508,0.0035124751196385882,-0.0315,0.18270000000000003,-0.36386
1773162632.832677,0.23509482044999996,-0.0167497582,9.616155823749999,0.041080687268816536,0.010384709049366262,0.005039638215133627,-0.03486000000000001,0.18186000000000002,-0.36582000000000003
1773162632.8903806,0.2105683888,-0.13220344865,9.6598248362,0.05589416929511841,0.014202616788103858,0.0054977871437821395,-0.04018000000000001,0.18746000000000002,-0.36078000000000005
1773162632.9482856,-0.0191425808,-0.15373885204999999,9.7172525786,0.05803219762881146,0.02138028333693054,0.00595593607243065,-0.03654,0.18886,-0.36484000000000005
1773162633.0056725,0.27337998204999997,-0.1088734283,9.71665437295,0.03390302071998985,0.01145372321621279,0.003970624048287101,-0.03654,0.18382,-0.36190000000000005
1773162633.0624816,0.179461695,-0.29910282499999996,9.511469835,0.03222314131494531,0.017715091907742446,0.006566801310628666,-0.030940000000000002,0.18466000000000002,-0.36722000000000005
