Time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1773163014.7875612,-0.31046873235,-0.0897308475,9.777073143599997,0.05482515512827188,0.02977968036215325,0.006414085001079162,0.40782000000000007,-0.06006,-0.64092
1773163014.8411083,-0.30927232104999997,-0.1280160091,9.660423041849999,0.04642575810304917,0.020463985479633514,0.005192354524683131,0.40950000000000003,-0.0623,-0.64414
1773163014.8945115,-0.33738798659999997,-0.11665010174999998,9.681360239599998,0.053603424651875856,0.02260201381332657,0.005192354524683131,0.40138000000000007,-0.05586000000000001,-0.6476400000000001
1773163014.9476898,-0.3278166962,-0.11066804524999999,9.6095755616,0.04673119072214818,0.02229658119422756,0.00473420559603462,0.40446000000000004,-0.06146000000000001,-0.6412
1773163015.000799,-0.2524427843,-0.1004985492,9.6897351187,0.04703662334124718,0.017715091907742446,0.004581489286485115,0.40614000000000006,-0.05978000000000001,-0.63448
1773163015.0539007,-0.30089744194999996,-0.12263215824999998,9.5557370531,0.04612032548395016,0.019394971312786988,0.0038179077387375964,0.39942,-0.06454,-0.6550600000000001
1773163015.1069415,-0.31884361145,-0.11844471869999999,9.7112705221,0.04520402762665314,0.017409659288643436,0.004886921905584123,0.40054,-0.058940000000000006,-0.64568
1773163015.1600125,-0.31046873235,-0.1280160091,9.646664311899999,0.0474947722698957,0.020922134408282028,0.00473420559603462,0.40950000000000003,-0.06594000000000001,-0.63868
1773163015.2130613,-0.18843477974999998,-0.10169496049999999,9.6981099978,0.040622538340168025,0.0033597588100890844,0.039553524173321496,0.41846000000000005,-0.06706000000000001,-0.6463800000000001
1773163015.26613,-0.37268211995,-0.045463629400000004,9.632307376299998,0.050549098460885775,0.01893682238413848,0.009621127501618741,0.40950000000000003,-0.06734,-0.6535200000000001
1773163015.3192515,-0.4414757697,-0.028713871199999998,9.735198748099998,0.03772092845872745,0.016493361431346415,0.006414085001079162,0.40614000000000006,-0.0763,-0.6501600000000001
1773163015.3724058,-0.31106693799999996,-0.12083754129999999,9.678967416999999,0.05390885727097486,0.03527746750593539,0.007330382858376185,0.40726000000000007,-0.06734,-0.64386
1773163015.4254987,-0.2727817764,-0.08255237969999998,9.68076203395,0.04856378643674222,0.016798794050445424,0.003970624048287101,0.40586,-0.06258000000000001,-0.6378400000000001
1773163015.478545,-0.32841490184999994,-0.056231331100000004,9.619146851999998,0.04657847441259867,0.020005836550985007,0.005345070834232635,0.41118000000000005,-0.0567,-0.6407800000000001
1773163015.531619,-0.26021945775,-0.09571290399999999,9.6442714893,0.052839843104128335,0.017715091907742446,0.0036651914291880926,0.40362000000000003,-0.055580000000000004,-0.6395200000000001
1773163015.5846672,-0.30747770409999997,-0.08315058534999999,9.6957171752,0.049021935365390734,0.015577063574049392,0.00473420559603462,0.40670000000000006,-0.060340000000000005,-0.6428800000000001
1773163015.63771,-0.23748764304999997,-0.10588240005,9.63051275935,0.04627304179349966,0.020922134408282028,0.005345070834232635,0.3971800000000001,-0.058660000000000004,-0.6469400000000001
1773163015.6907594,-0.30568308715,-0.09990034354999999,9.73340413115,0.051618112627732304,0.02107485071783153,0.006261368691529657,0.40082000000000007,-0.05446000000000001,-0.6371400000000002
1773163015.7438006,-0.35832518435,-0.27457639335,9.6933243526,0.047952921198544204,0.02458732583747012,0.003054326190990077,0.4025000000000001,-0.05306,-0.6360200000000001
1773163015.796882,-0.29970103065,-0.06101697629999999,9.6442714893,0.04810563750809371,0.02428189321837111,0.004886921905584123,0.40390000000000004,-0.055580000000000004,-0.6454000000000001
1773163015.8499193,-0.24646072779999997,-0.10947163395000001,9.655637396649999,0.050701814770435276,0.019700403931885997,0.00473420559603462,0.40026000000000006,-0.051660000000000005,-0.64414
1773163015.9029438,-0.4097708702499999,-0.11605189609999998,9.719047195549999,0.0474947722698957,0.017256942979093935,0.004276056667386108,0.39942,-0.0665,-0.6342000000000001
1773163015.9560223,-0.2309073809,-0.1387837108,9.57428142825,0.05375614096142535,0.020463985479633514,0.0016798794050445422,0.40614000000000006,-0.0623,-0.6308400000000001
1773163016.0094006,-0.24466611084999998,-0.10468598874999999,9.7340023368,0.052839843104128335,0.02351831167062359,0.0027488935718910697,0.40138000000000007,-0.062020000000000006,-0.6385400000000001
1773163016.062524,-0.35473595045,-0.08315058534999999,9.6347001989,0.04596760917440065,0.018020524526841455,0.004886921905584123,0.40054,-0.0623,-0.6447
1773163016.115561,-0.47676990305,-0.16031911419999997,9.578468867799998,0.04688390703169768,0.023212879051524585,0.010079276430267254,0.3966200000000001,-0.06258000000000001,-0.6455400000000001
1773163016.1685936,-0.29850461935,-0.0634097989,9.664610481399999,0.04550946024575215,0.022143864884678056,0.0019853120241435504,0.3960600000000001,-0.0637,-0.6430200000000001
1773163016.221642,-0.33738798659999997,-0.11964112999999998,9.6861458848,0.050243665841786765,0.017715091907742446,0.0044287729769356115,0.3971800000000001,-0.06454,-0.64358
1773163016.2746646,-0.3397808092,-0.11784651304999999,9.6490571345,0.05009094953223726,0.019547687622336492,0.003207042500539581,0.40334000000000003,-0.05446000000000001,-0.6447
