Index,deltaT_us,distance_cm,timestamp_ms
578,658.0,11.28,30064.0
579,652.0,11.18,30116.0
580,652.0,11.18,30169.0
581,649.0,11.13,30221.0
582,649.0,11.13,30273.0
583,655.0,11.23,30324.0
584,655.0,11.23,30376.0
585,626.0,10.74,30429.0
586,649.0,11.13,30481.0
587,625.0,10.72,30533.0
588,631.0,10.82,30584.0
589,631.0,10.82,30637.0
590,625.0,10.72,30689.0
591,625.0,10.72,30741.0
592,625.0,10.72,30793.0
593,631.0,10.82,30845.0
594,655.0,11.23,30897.0
595,631.0,10.82,30949.0
596,625.0,10.72,31001.0
597,625.0,10.72,31053.0
598,649.0,11.13,31106.0
599,655.0,11.23,31157.0
600,631.0,10.82,31209.0
601,625.0,10.72,31261.0
602,625.0,10.72,31313.0
603,625.0,10.72,31366.0
604,631.0,10.82,31417.0
605,631.0,10.82,31469.0
606,649.0,11.13,31521.0
607,648.0,11.11,31574.0
608,625.0,10.72,31626.0
609,649.0,11.13,31678.0
610,655.0,11.23,31729.0
611,655.0,11.23,31781.0
612,649.0,11.13,31834.0
613,652.0,11.18,31886.0
614,652.0,11.18,31938.0
615,625.0,10.72,31990.0
616,631.0,10.82,32041.0
617,631.0,10.82,32094.0
618,652.0,11.18,32146.0
619,649.0,11.13,32198.0
620,649.0,11.13,32250.0
621,625.0,10.72,32303.0
622,658.0,11.28,32354.0
623,655.0,11.23,32406.0
624,625.0,10.72,32458.0
625,649.0,11.13,32510.0
626,652.0,11.18,32563.0
627,655.0,11.23,32615.0
628,658.0,11.28,32666.0
629,658.0,11.28,32718.0
630,652.0,11.18,32771.0
631,625.0,10.72,32823.0
632,651.0,11.16,32875.0
633,655.0,11.23,32927.0
634,655.0,11.23,32978.0
635,655.0,11.23,33031.0
636,649.0,11.13,33083.0
637,649.0,11.13,33135.0
638,649.0,11.13,33187.0
639,631.0,10.82,33239.0
640,631.0,10.82,33291.0
641,649.0,11.13,33343.0
642,652.0,11.18,33395.0
643,652.0,11.18,33447.0
644,651.0,11.16,33500.0
645,658.0,11.28,33551.0
646,655.0,11.23,33603.0
647,649.0,11.13,33655.0
648,649.0,11.13,33708.0
649,649.0,11.13,33760.0
650,649.0,11.13,33812.0
651,655.0,11.23,33863.0
652,658.0,11.28,33915.0
653,652.0,11.18,33968.0
654,652.0,11.18,34020.0
655,652.0,11.18,34072.0
656,649.0,11.13,34124.0
657,655.0,11.23,34176.0
658,658.0,11.28,34228.0
659,652.0,11.18,34280.0
660,652.0,11.18,34332.0
661,651.0,11.16,34384.0
662,652.0,11.18,34437.0
663,658.0,11.28,34489.0
664,655.0,11.23,34540.0
665,658.0,11.28,34592.0
666,652.0,11.18,34644.0
667,652.0,11.18,34697.0
668,651.0,11.16,34749.0
669,658.0,11.28,34801.0
670,655.0,11.23,34852.0
671,658.0,11.28,34905.0
672,652.0,11.18,34957.0
673,651.0,11.16,35009.0
674,651.0,11.16,35061.0
675,658.0,11.28,35113.0
676,658.0,11.28,35165.0
677,658.0,11.28,35217.0
678,651.0,11.16,35269.0
679,652.0,11.18,35321.0
680,652.0,11.18,35374.0
681,655.0,11.23,35426.0
682,655.0,11.23,35477.0
683,658.0,11.28,35529.0
684,649.0,11.13,35581.0
685,652.0,11.18,35634.0
686,651.0,11.16,35686.0
687,652.0,11.18,35738.0
688,658.0,11.28,35789.0
689,658.0,11.28,35842.0
690,651.0,11.16,35894.0
691,652.0,11.18,35946.0
692,652.0,11.18,35998.0
693,651.0,11.16,36050.0
694,658.0,11.28,36102.0
695,658.0,11.28,36154.0
696,652.0,11.18,36206.0
697,652.0,11.18,36258.0
698,652.0,11.18,36311.0
699,651.0,11.16,36363.0
700,657.0,11.27,36414.0
701,658.0,11.28,36466.0
702,651.0,11.16,36518.0
703,652.0,11.18,36571.0
704,652.0,11.18,36623.0
705,652.0,11.18,36675.0
706,655.0,11.23,36726.0
707,658.0,11.28,36779.0
708,652.0,11.18,36831.0
709,649.0,11.13,36883.0
710,652.0,11.18,36935.0
711,652.0,11.18,36987.0
712,658.0,11.28,37039.0
713,657.0,11.27,37091.0
714,651.0,11.16,37143.0
715,651.0,11.16,37195.0
716,651.0,11.16,37248.0
717,652.0,11.18,37300.0
718,658.0,11.28,37351.0
719,657.0,11.27,37403.0
720,652.0,11.18,37455.0
721,652.0,11.18,37508.0
722,652.0,11.18,37560.0
723,652.0,11.18,37612.0
724,658.0,11.28,37663.0
725,658.0,11.28,37715.0
726,652.0,11.18,37768.0
727,652.0,11.18,37820.0
728,652.0,11.18,37872.0
729,652.0,11.18,37924.0
730,658.0,11.28,37976.0
731,658.0,11.28,38028.0
732,652.0,11.18,38080.0
733,651.0,11.16,38132.0
734,651.0,11.16,38184.0
735,651.0,11.16,38237.0
736,657.0,11.27,38288.0
737,658.0,11.28,38340.0
738,652.0,11.18,38392.0
739,652.0,11.18,38445.0
740,652.0,11.18,38497.0
741,652.0,11.18,38549.0
742,657.0,11.27,38600.0
743,658.0,11.28,38652.0
744,652.0,11.18,38705.0
745,651.0,11.16,38757.0
746,652.0,11.18,38809.0
747,651.0,11.16,38861.0
748,658.0,11.28,38913.0
749,658.0,11.28,38965.0
750,651.0,11.16,39017.0
751,652.0,11.18,39069.0
752,627.0,10.75,39121.0
753,651.0,11.16,39174.0
754,657.0,11.27,39225.0
755,657.0,11.27,39277.0
756,652.0,11.18,39329.0
757,651.0,11.16,39382.0
758,651.0,11.16,39434.0
759,652.0,11.18,39486.0
760,658.0,11.28,39537.0
761,658.0,11.28,39589.0
762,652.0,11.18,39642.0
763,652.0,11.18,39694.0
764,651.0,11.16,39746.0
765,652.0,11.18,39798.0
766,658.0,11.28,39849.0
767,658.0,11.28,39902.0
768,651.0,11.16,39954.0
769,651.0,11.16,40006.0
770,652.0,11.18,40058.0
771,651.0,11.16,40111.0
772,682.0,11.7,40163.0
773,658.0,11.28,40214.0
774,658.0,11.28,40266.0
775,652.0,11.18,40318.0
776,652.0,11.18,40371.0
777,651.0,11.16,40423.0
778,652.0,11.18,40475.0
779,658.0,11.28,40526.0
780,634.0,10.87,40579.0
781,652.0,11.18,40631.0
782,651.0,11.16,40683.0
783,652.0,11.18,40735.0
784,633.0,10.86,40787.0
785,657.0,11.27,40839.0
786,654.0,11.22,40891.0
787,652.0,11.18,40943.0
788,652.0,11.18,40995.0
789,652.0,11.18,41048.0
790,658.0,11.28,41100.0
791,658.0,11.28,41151.0
792,658.0,11.28,41203.0
793,652.0,11.18,41255.0
794,652.0,11.18,41308.0
795,652.0,11.18,41360.0
796,651.0,11.16,41412.0
797,658.0,11.28,41463.0
798,658.0,11.28,41516.0
799,651.0,11.16,41568.0
800,652.0,11.18,41620.0
801,651.0,11.16,41672.0
802,652.0,11.18,41724.0
803,657.0,11.27,41776.0
804,658.0,11.28,41828.0
805,652.0,11.18,41880.0
806,652.0,11.18,41932.0
807,652.0,11.18,41985.0
808,652.0,11.18,42037.0
809,633.0,10.86,42088.0
810,657.0,11.27,42140.0
811,651.0,11.16,42192.0
812,652.0,11.18,42245.0
813,652.0,11.18,42297.0
814,658.0,11.28,42349.0
815,658.0,11.28,42400.0
816,633.0,10.86,42452.0
817,628.0,10.77,42505.0
818,652.0,11.18,42557.0
819,652.0,11.18,42609.0
820,658.0,11.28,42660.0
821,658.0,11.28,42713.0
822,627.0,10.75,42765.0
823,628.0,10.77,42817.0
