Index,deltaT_us,distance_cm,timestamp_ms
681,5718.0,98.06,38960.0
682,5719.0,98.08,39017.0
683,5767.0,98.9,39074.0
684,5739.0,98.42,39132.0
685,5761.0,98.8,39189.0
686,5738.0,98.41,39246.0
687,5737.0,98.39,39304.0
688,5787.0,99.25,39361.0
689,5787.0,99.25,39418.0
690,5716.0,98.03,39475.0
691,5720.0,98.1,39532.0
692,5717.0,98.05,39589.0
693,5709.0,97.91,39647.0
694,5737.0,98.39,39704.0
695,5737.0,98.39,39761.0
696,5787.0,99.25,39819.0
697,5760.0,98.78,39876.0
698,5717.0,98.05,39932.0
699,5793.0,99.35,39990.0
700,5743.0,98.49,40047.0
701,5761.0,98.8,40104.0
702,5737.0,98.39,40162.0
703,5787.0,99.25,40219.0
704,5738.0,98.41,40276.0
705,5710.0,97.93,40334.0
706,5744.0,98.51,40391.0
707,5744.0,98.51,40448.0
708,5718.0,98.06,40505.0
709,5787.0,99.25,40562.0
710,5711.0,97.94,40620.0
711,5761.0,98.8,40677.0
712,5738.0,98.41,40734.0
713,5788.0,99.26,40792.0
714,5738.0,98.41,40849.0
715,5770.0,98.96,40906.0
716,5719.0,98.08,40963.0
717,5745.0,98.53,41020.0
718,5714.0,98.0,41077.0
719,5712.0,97.96,41135.0
720,5738.0,98.41,41192.0
721,5712.0,97.96,41249.0
722,5762.0,98.82,41307.0
723,5768.0,98.92,41363.0
724,5718.0,98.06,41420.0
725,5745.0,98.53,41478.0
726,5787.0,99.25,41535.0
727,5716.0,98.03,41592.0
728,5739.0,98.42,41650.0
729,5787.0,99.25,41707.0
730,5761.0,98.8,41764.0
731,5739.0,98.42,41822.0
732,5718.0,98.06,41878.0
733,5718.0,98.06,41935.0
734,5712.0,97.96,41993.0
735,5738.0,98.41,42050.0
736,5711.0,97.94,42107.0
737,5711.0,97.94,42165.0
738,5737.0,98.39,42222.0
739,5716.0,98.03,42278.0
740,5717.0,98.05,42336.0
741,5761.0,98.8,42393.0
742,5761.0,98.8,42450.0
743,5785.0,99.21,42508.0
744,5737.0,98.39,42565.0
745,5712.0,97.96,42622.0
746,5761.0,98.8,42680.0
747,5719.0,98.08,42736.0
748,5745.0,98.53,42793.0
749,5712.0,97.96,42851.0
750,5717.0,98.05,42908.0
751,5712.0,97.96,42966.0
752,5712.0,97.96,43023.0
753,5718.0,98.06,43080.0
754,5720.0,98.1,43137.0
755,5769.0,98.94,43194.0
756,5738.0,98.41,43251.0
757,5713.0,97.98,43309.0
758,5713.0,97.98,43366.0
759,5739.0,98.42,43423.0
760,5788.0,99.26,43481.0
761,5739.0,98.42,43538.0
762,5717.0,98.05,43594.0
763,5719.0,98.08,43652.0
764,5713.0,97.98,43709.0
765,5738.0,98.41,43766.0
766,5788.0,99.26,43824.0
767,5761.0,98.8,43881.0
768,5738.0,98.41,43938.0
769,5742.0,98.48,43996.0
770,5794.0,99.37,44052.0
771,5744.0,98.51,44109.0
772,5744.0,98.51,44167.0
773,5738.0,98.41,44224.0
774,5788.0,99.26,44281.0
775,5788.0,99.26,44339.0
776,5739.0,98.42,44396.0
777,5789.0,99.28,44453.0
778,5763.0,98.84,44511.0
779,5761.0,98.8,44568.0
780,5744.0,98.51,44624.0
781,5744.0,98.51,44682.0
782,5789.0,99.28,44739.0
783,5761.0,98.8,44796.0
784,5737.0,98.39,44854.0
785,5737.0,98.39,44911.0
786,5737.0,98.39,44968.0
787,5711.0,97.94,45026.0
788,5718.0,98.06,45082.0
789,5718.0,98.06,45139.0
790,5738.0,98.41,45197.0
791,5712.0,97.96,45254.0
792,5712.0,97.96,45312.0
793,5737.0,98.39,45369.0
794,5738.0,98.41,45426.0
795,5717.0,98.05,45483.0
796,5745.0,98.53,45540.0
797,5718.0,98.06,45597.0
798,5738.0,98.41,45655.0
799,5737.0,98.39,45712.0
800,5712.0,97.96,45769.0
801,5737.0,98.39,45827.0
802,5718.0,98.06,45884.0
803,5744.0,98.51,45940.0
804,5793.0,99.35,45998.0
805,5768.0,98.92,46055.0
806,5712.0,97.96,46112.0
807,5762.0,98.82,46170.0
808,5711.0,97.94,46227.0
809,5762.0,98.82,46284.0
810,5738.0,98.41,46342.0
811,5767.0,98.9,46398.0
812,5744.0,98.51,46455.0
813,5716.0,98.03,46513.0
814,5787.0,99.25,46570.0
815,5763.0,98.84,46627.0
816,5739.0,98.42,46685.0
817,5737.0,98.39,46742.0
818,5788.0,99.26,46799.0
819,5738.0,98.41,46857.0
820,5744.0,98.51,46913.0
821,5718.0,98.06,46970.0
822,5744.0,98.51,47028.0
823,5787.0,99.25,47085.0
824,5760.0,98.78,47142.0
825,5710.0,97.93,47200.0
826,5710.0,97.93,47257.0
827,5787.0,99.25,47314.0
828,5717.0,98.05,47371.0
829,5768.0,98.92,47428.0
830,5767.0,98.9,47485.0
831,5761.0,98.8,47543.0
832,5737.0,98.39,47600.0
833,5712.0,97.96,47657.0
834,5787.0,99.25,47715.0
835,5787.0,99.25,47772.0
836,5737.0,98.39,47830.0
837,5716.0,98.03,47886.0
838,5745.0,98.53,47943.0
839,5717.0,98.05,48001.0
840,5787.0,99.25,48058.0
841,5710.0,97.93,48115.0
842,5712.0,97.96,48173.0
843,5761.0,98.8,48230.0
844,5760.0,98.78,48287.0
845,5792.0,99.33,48345.0
846,5715.0,98.01,48401.0
847,5717.0,98.05,48458.0
848,5786.0,99.23,48516.0
849,5736.0,98.37,48573.0
850,5736.0,98.37,48630.0
851,5710.0,97.93,48688.0
852,5737.0,98.39,48745.0
853,5742.0,98.48,48801.0
854,5767.0,98.9,48859.0
855,5742.0,98.48,48916.0
856,5709.0,97.91,48973.0
857,5786.0,99.23,49031.0
858,5709.0,97.91,49088.0
859,5734.0,98.34,49145.0
860,5736.0,98.37,49203.0
861,5766.0,98.89,49259.0
862,5791.0,99.32,49316.0
863,5714.0,98.0,49374.0
864,5735.0,98.36,49431.0
865,5735.0,98.36,49488.0
866,5785.0,99.21,49546.0
867,5739.0,98.42,49603.0
868,5736.0,98.37,49660.0
869,5736.0,98.37,49718.0
870,5716.0,98.03,49774.0
871,5765.0,98.87,49831.0
872,5765.0,98.87,49889.0
873,5735.0,98.36,49946.0
