Index,deltaT_us,distance_cm,timestamp_ms
845,5771.0,98.97,48359.0
846,5817.0,99.76,48416.0
847,5818.0,99.78,48474.0
848,5811.0,99.66,48531.0
849,5789.0,99.28,48588.0
850,5812.0,99.68,48646.0
851,5766.0,98.89,48703.0
852,5812.0,99.68,48760.0
853,5834.0,100.05,48818.0
854,5835.0,100.07,48875.0
855,5834.0,100.05,48932.0
856,5765.0,98.87,48990.0
857,5765.0,98.87,49047.0
858,5741.0,98.46,49104.0
859,5789.0,99.28,49162.0
860,5770.0,98.96,49218.0
861,5794.0,99.37,49275.0
862,5817.0,99.76,49333.0
863,5772.0,98.99,49390.0
864,5789.0,99.28,49447.0
865,5742.0,98.48,49505.0
866,5811.0,99.66,49562.0
867,5811.0,99.66,49619.0
868,5618.0,96.35,49677.0
869,5811.0,99.66,49734.0
870,5297.0,90.84,49790.0
871,5788.0,99.26,49848.0
872,5789.0,99.28,49905.0
873,5788.0,99.26,49963.0
874,5811.0,99.66,50020.0
